# 洪武正韻譯訓字表
# v20200322
# Compiled by hhliow (github.com/hhliow)
# license: cc by-sa 4.0
# Trailing ' denotes 全濁上聲 syllables pronounced as 去聲.
# Modern vocalization (e. g. that found in theatry and Southwest Mandarin) may
#   palatalize or frictivize /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ /y/,
#   merge syllable codae -p -t -k to [ʔ],
#   drop breathiness in /ʂʱ/ /ʃʱ/ /sʱ/ /fʱ/ /ɦ/, and
#   merge /iaw/ and /iɛw/.
# Credits:
#   The gloss is adapted from digitalized text of 洪武正韻 in Kanseki Repository.
#   Digitalization and transliteration of 洪武正韻譯訓 syllabary is done by hhliow (github.com/hhliow).
# Reference:
#   成元慶 洪武正韻譯訓音研究
#   高田時雄 明末官話調值小考
char	譯訓	ipa	gloss
謾	만〮	man˨˦	欺也又與慢同董仲舒策桀紂暴謾又寒先翰韻
嫚	만〮	man˨˦	侮易也渫汚也通作慢从日誤
縵	만〮	man˨˦	縵也亦作僈又寒翰韻
訕	ᄾᅡᆫ〮	ʂan˨˦	所晏切謗也亦作姍又刪韻
姍	ᄾᅡᆫ〮	ʂan˨˦	同上又笑也又刪先韻
疝	ᄾᅡᆫ〮	ʂan˨˦	病也
汕	ᄾᅡᆫ〮	ʂan˨˦	魚浮水上詩烝然汕汕爾雅罺謂之汕郭璞曰今之撩罟也又產韻
潸	ᄾᅡᆫ〮	ʂan˨˦	淚下又刪產韻
棧	ᅑᅡᆫ〮	ɖʐan˨˦	助諫切棚也又產銑韻
轏	ᅑᅡᆫ〮	ɖʐan˨˦	兵車又臥車亦作輚又產韻
虥	ᅑᅡᆫ〮	ɖʐan˨˦	虎竊毛曰虥貓又見刪韻產韻
篡	ᅕᅪᆫ〮	ʈʂʰwan˨˦	初患切說文逆而奪取之曰篡从厶算聲又弋取也楊子鴻飛冥冥弋人何篡焉俗本作非又奪也逆也
骭	ᅘᅣᆫ〮	ɦian˨˦	下患切骹也又翰韻
薍	ᅌᅪᆫ〮俗완〮	(ŋ)wan˨˦	五患切菼薍玉篇云烏蓲也韓愈詩魚釣老葮薍
粲	ᅔᅡᆫ〮	tsʰan˨˦	倉晏切爾雅餐也飯也又鮮好貌又優也察也明也又三女爲粲詩作粲漢律婦人坐使釋米使正白爲白粲又笑貌見齒粲然
𥹏	ᅔᅡᆫ〮	tsʰan˨˦	緇衣詩還予授子之𥹏兮注𥹏餐也綢繆詩見此𥹏者注三女爲𥹏大夫一妻一妾釋文云字林作⿱⿰歹又女
璨	ᅔᅡᆫ〮	tsʰan˨˦	玉光
燦	ᅔᅡᆫ〮	tsʰan˨˦	明也通作粲
㛑	ᅔᅡᆫ〮	tsʰan˨˦	三女爲㛑亦作粲
贊	ᅎᅡᆫ〮	tsan˨˦	則諫切參也相也佐也助也出也見也頒也篆文作贊今俗作賛
讚	ᅎᅡᆫ〮	tsan˨˦	稱美也史作贊亦作囋
囋	ᅎᅡᆫ〮	tsan˨˦	荀子問一而告二謂之囋楊倞曰囋卽讚字謂以言强贊助之又轄韻
酇	ᅎᅡᆫ〮	tsan˨˦	地名在南陽襄鄧蕭何所封邑又音才河切又歌寒旱韻
瓚	ᅏᅡᆫ〮	dzan˨˦	才賛切祼器受五升亦作瓉又產韻漢書注臣瓚不言姓案水經注引薛瓚注漢書是姓薛也
炭	탄〮	tʰan˨˦	他晏切燒木未灰
歎	탄〮	tʰan˨˦	大息亦作嘆人慨歎則息大而長故曰長大息大息後人作太息誤又删韻
嘆	탄〮	tʰan˨˦	莊子慮嘆變慹又刪韻
灘	탄〮	tʰan˨˦	太歲在申曰涒灘又刪韻
憚	딴〮	dan˨˦	杜晏切忌難也畏也又旱哿箇曷韻
僤	딴〮	dan˨˦	疾也周禮句兵欲無憚又產先韻
彈	딴〮	dan˨˦	激圜也又刪韻
撣	딴〮	dan˨˦	觸也又刪先韻
潬	딴〮	dan˨˦	水中沙陼又產銑韻
但	딴〮	dan˨˦	任從也徒也又語辭亦作儃亶又脫衣袖亦作袒䄠亶又產韻
儃	딴〮	dan˨˦	寒刪先產霰韻
袒	딴〮	dan˨˦	孟子袒裼音但廣韻但字有上去二音則袒字亦然當從通用又產韻又見下
襢	딴〮	dan˨˦	詩襢裼暴虎音但又產銑霰韻
亶	딴〮	dan˨˦	與但同賈誼傳非亶倒垂而已又與袒同荀子露亶者也又先產韻
澶	딴〮	dan˨˦	縱逸也淫衍也莊子澶漫爲樂又先韻
壇	딴〮	dan˨˦	相如賦案衍壇曼師古曰寛廣貎又刪銑霰韻
訑	딴〮	dan˨˦	放也莊子天知予僻陋慢訑又支歌產韻
誕	딴〮	dan˨˦	同上又大也妄也古作訑又產韻
爛	란〮	lan˨˦	郎患切燦爛光貎方言自河以北趙魏之間火熟曰爛又刪韻从東誤
灡	란〮	lan˨˦	潘灡米汁亦作又刪產二韻从東誤
瀾	란〮	lan˨˦	同上又瀾漫淋漓貌俗作爛熳非又波也見廣韻又釋也亦作連湅又刪產韻
連	란〮	lan˨˦	禮記内則連以湯注連猶釋也古作湅傳冩訛作又轉爲連又先銑韻
湅	란〮	lan˨˦	又霰韻
糷	란〮	lan˨˦	淖麋相著从東誤
瓓	란〮	lan˨˦	玉采舊從東誤
讕	란〮	lan˨˦	謾調誣言又刪產韻从東誤
旦	단〮	tan˨˦	得爛切昧旦早也明也詩信誓旦旦然此謂誓言明白有如曒日之意箋云我其以信誓旦旦耳言其懇惻款誠又眞韻
𢘇	단〮	tan˨˦	款誠也說文引詩信誓𢘇𢘇
狚	단〮	tan˨˦	獦狚獸似狼而赤一名猵狚莊子猨猵狚以爲雌崔云猵狚一名獦牂似猿而狗頭以猨爲雌獦音葛廣韻作獵狚誤俗本莊子作猵狚陸徳明音七余切亦謾又產轄韻
鴠	단〮	tan˨˦	隝鴠求旦之鳥似雞晝夜常鳴又名倒桂禮記作曷旦亦作鶡旦又作渴旦文選鳱音渴
癉	단〮	tan˨˦	病也書畢命彰善癉惡注明其爲善病其爲惡釋文癉丁但切但有上去二音則癉音亦然又漢書嚴助傳近夏癉熱注黃病也廣韻作疸又旱哿箇韻
散	ᄼᅡᆫ〮	san˨˦	先諫切離析之也分離也布也說文離肉也又飮器禮記賤者獻以散鄭康成曰五升曰散孔穎逹曰散者訕也飮不自節爲人謗訕也又刪產韻
饊	ᄼᅡᆫ〮	san˨˦	熬稻又產韻
繖	ᄼᅡᆫ〮	san˨˦	蓋也亦作傘又產韻
傘	ᄼᅡᆫ〮	san˨˦	韓愈詩神官張火傘又產韻
腕	ᅙᅪᆫ〮	ʔwan˨˦	烏貫切手腕亦作捥掔
捥	ᅙᅪᆫ〮	ʔwan˨˦	左傳捘衛侯之手及捥史記封禪書扼捥自言
掔	ᅙᅪᆫ〮	ʔwan˨˦	儀禮鉤中指繼于掔又刪先霰韻
𢫪	ᅙᅪᆫ〮	ʔwan˨˦	漢書搤𢫪
綰	ᅙᅪᆫ〮	ʔwan˨˦	擊也又產韻
惋	ᅙᅪᆫ〮	ʔwan˨˦	懊歎
鴈	ᅌᅣᆫ〮俗얀〮	(ŋ)jian˨˦	魚澗切隨陽鳥大曰鴻小曰鴈
贗	ᅌᅣᆫ〮俗얀〮	(ŋ)jian˨˦	僞物也韓愈詩居然見眞贗古作鴈韓非子齊伐魯索讒鼎魯人以其鴈往齊人曰鴈魯人曰眞
難	난〮	nan˨˦	乃旦切阻也患也阨也寇也憂也臨難毋苟免又刪歌韻
攤	난〮	nan˨˦	按也又刪韻
鏟	ᅕᅡᆫ〮	ʈʂʰan˨˦	初諫切平木鐵器又韜也損削也唐史捚光鏟彩又產韻
剗	ᅕᅡᆫ〮	ʈʂʰan˨˦	剗削韓愈詩活計似鋤剗作去聲押亦作剷又產韻
剷	ᅕᅡᆫ〮	ʈʂʰan˨˦	杜牧原十六衛府兵内剷又產韻
瓣	빤〮	ban˨˦	備莧切瓜中實廣韻瓜瓠瓣蓋瓜之觚又刪韻
辦	빤〮	ban˨˦	判也具也漢書韓信多多益辦亦作辨
辨	빤〮	ban˨˦	周禮以辨民器又牀䏶足策之間易剝牀以辨徐音辦又銑琰霰韻
盼	판〮	pʰan˨˦	匹襇切顧也視也亦作盻
盻	판〮	pʰan˨˦	同上又眸子黒白分明貌詩美目盻兮又勤苦不休息貌孟子使民盻盻然又霽韻
綻	ᅑᅡᆫ〮	ɖʐan˨˦	丈襇切衣縫解禮記内則衣裳綻裂紉箴請補綴又縫𥙷綻裂曰綻亦作袒䘺
袒	ᅑᅡᆫ〮	ɖʐan˨˦	見廣韻又產韻
䘺	ᅑᅡᆫ〮	ɖʐan˨˦	内則釋文綻或作䘺後漢崔寔政論補䘺決壊
䋎	ᅑᅡᆫ〮	ɖʐan˨˦	補縫通上
莧	ᅘᅣᆫ〮	ɦian˨˦	狹襇切菜名又霰韻
販	ᄫᅪᆫ〮俗ᄫᅡᆫ〮	fan˨˦	方諫切員賤賣貴亦作反
反	ᄫᅪᆫ〮俗ᄫᅡᆫ〮	fan˨˦	荀子積反貨而爲商賈又見刪產韻
畈	ᄫᅪᆫ〮俗ᄫᅡᆫ〮	fan˨˦	田畈平疇也見廣韻
汳	ᄫᅪᆫ〮俗ᄫᅡᆫ〮	fan˨˦	玉篇水名出浚儀縣又霰韻
嬔	ᄫᅪᆫ〮俗ᄫᅡᆫ〮	fan˨˦	同上切生子齊也又兔子爾雅免子嬎
飯	ᄬᅪᆫ〮俗ᄬᅡᆫ〮	fʱan˨˦	符諫切炊穀熟曰飯亦作餅又產韻
萬	ᄝᅡᆫ〮	van˨˦	無販切十千亦作万左傳萬盈數也漢志愆於萬又萬舞又蟲名又姓
曼	ᄝᅡᆫ〮	van˨˦	引也無也又與萬舞之萬同又脩也廣也又姓又模寒翰韻从曰音萬俗本從日者誤
輓	ᄝᅡᆫ〮	van˨˦	引車亦作挽又產韻
蔓	ᄝᅡᆫ〮	van˨˦	葛屬又蔓莚也左傳云無使滋蔓蔓難圖也从日誤又寒韻
霰	ᄼᅧᆫ〮	siɛn˨˦	先見切說文稷雪也蓋雪初作未成花圓如稷粒撒而下曰霰詩相彼雨雪先集維霰釋名曰霰者星也水雪相搏如星而散劉向曰盛隂雨雪凝滯而冰寒陽氣薄之不入相則散而爲霰亦作䨘
䨘	ᄼᅧᆫ〮	siɛn˨˦	爾雅雨䨘爲霄注引詩先集維䨘䨘水雪雜下者故謂之消雪今詩作霰
先	ᄼᅧᆫ〮	siɛn˨˦	先之也詩相導前後曰先後妯娌亦謂之先後又先事而爲曰先易先天先甲先庚月令先立春又當後而前曰先左傳不先父食孟子疾行先長者光武沈幾先物晉書祖生先吾著鞭凡經史中無音者準此有兩音者兼用之又先銑韻
線	ᄼᅧᆫ〮	siɛn˨˦	縷也亦作綫
蒨	ᅔᅧᆫ〮	tsʰiɛn˨˦	倉甸切草盛貌亦作芉又茅蒐也與茜同
芊	ᅔᅧᆫ〮	tsʰiɛn˨˦	又先韻
茜	ᅔᅧᆫ〮	tsʰiɛn˨˦	茅蒐可染紅漢書千𤱔巵茜
綪	ᅔᅧᆫ〮	tsʰiɛn˨˦	赤繒又染草與茜同又庚韻
倩	ᅔᅧᆫ〮	tsʰiɛn˨˦	美笑貎詩巧笑倩兮謂好口輔也方言東齊之間謂女婿爲倩郭璞曰言可借倩也又敬韻
輤	ᅔᅧᆫ〮	tsʰiɛn˨˦	載柩車大夫以布士以席殯謂之輔葬謂之柳禮記其輤有裧注輤取名於櫬輿亦作
荐	ᅏᅧᆫ〮	dziɛn˨˦	在甸切再也屢也左傳今又荐饑爾雅乃饑爲荐郭璞曰連歳不熟也亦作洊薦
薦	ᅏᅧᆫ〮	dziɛn˨˦	詩天方薦瘥饑饉薦臻
袸	ᅏᅧᆫ〮	dziɛn˨˦	衣小帶爾雅衿謂之袸
栫	ᅏᅧᆫ〮	dziɛn˨˦	籬也左傳定八年栫之以棘杜預曰擁也
洊	ᅏᅧᆫ〮	dziɛn˨˦	水仍至也易水洊至習坎又洊雷震亦謂雷仍至也玉篇云水至也誤又水流曰洊又與荐同
臶	ᅏᅧᆫ〮	dziɛn˨˦	重也至也再也通作洊荐
羡	ᄽᅧᆫ〮	sʱiɛn˨˦	似面切欲也貪慕也璧羡也周禮典瑞璧羡以起度鄭司農云羡長也此璧徑長尺以起度量鄭康成曰羡不圜之貌蓋廣徑八寸袤一尺考工記玉人職曰璧羡度尺好三寸以爲度鄭司農曰羡徑也好璧孔也鄭康成曰羡猶延其袤一尺而廣狹焉釋文羡以善切延也又音賤徑也又車道檀弓注夾羡道爲位又見下又支銑韻
賤	ᅏᅧᆫ〮	dziɛn˨˦	在線切卑下輕賤與貴相反
諓	ᅏᅧᆫ〮	dziɛn˨˦	善言廣韻巧讒又先銑韻
餞	ᅏᅧᆫ〮	dziɛn˨˦	送行廣韻酒食送人又銑韻
殿	뎐〮	tiɛn˨˦	丁練切軍前回啓後曰殿又鎮也詩殿天子之邦漢書音義上功曰最下功曰殿後漢書注殿後也謂課居後也又軍敗後奔曰殿馬融曰殿在軍後前曰奔後曰殿論語奔而殿又見下古作殿
瑱	텬〮	tʰiɛn˨˦	他甸切以玉充耳詩玉之瑱也又曰充耳琇瑩毛傳充耳謂之瑱天子玉瑱諸侯以石又眞震韻
電	뗜〮	diɛn˨˦	蕩練切隂陽激曜也釋名曰電殄也乍見則殄滅也易離爲電淮南子雷以電爲鞭俗作
殿	뗜〮	diɛn˨˦	堂高大者風俗通曰殿堂象東井形刻爲荷菱藻三者水物所以厭火災顏師古曰古者屋之高嚴通呼爲殿不必宮中若黃霸令郡國上計吏條對有舉孝子者先上殿注曰殿丞相所坐屋也今唯天子宸居稱殿
奠	뗜〮	diɛn˨˦	定也薦也置祭也頓爵神前也禮記釋奠鄭注謂設薦饌酌奠而已無迎尸以下之事又庚敬韻
甸	뗜〮	diɛn˨˦	規方千里之外曰甸服甸之爲言治也書五百里甸服周禮載師以公邑之田任甸地注公邑爲六遂餘地縣師掌邦國都鄙稍甸郊里之地域注云自邦國以及四郊之内又大司馬曰方千里曰國畿其外方五百里曰侯畿又其外方五百里曰甸幾又與佃同詩維禹甸之又先韻
佃	뗜〮	diɛn˨˦	治田亦作甸田畋又先韻
田	뗜〮	diɛn˨˦	詩無田甫田又先韻
畋	뗜〮	diɛn˨˦	同上書多方畋爾田尚永力畋爾田案書五子之歌畋于有洛之表釋文音田多方無音是如字去聲也廣韻平也謂平其田也又先韻
鈿	뗜〮	diɛn˨˦	以寳貝餙器有先韻
淀	뗜〮	diɛn˨˦	淺泉廣韻陂淀洎屬
[涏/涎]	뗜〮	diɛn˨˦	光澤貌漢五行志燕燕尾涎涎廣韻美好貌
澱	뗜〮	diɛn˨˦	滓垽又藍韻
闐	뗜〮	diɛn˨˦	于闐西域國名又先韻
塡	뗜〮	diɛn˨˦	寒也又眞先震銑韻
娫	뗜〮	diɛn˨˦	美好貌
練	련〮	liɛn˨˦	卽甸切煑漚熟絲也又熟素繪又鍛鍊與練煉同漢路溫舒傳鍛練而周内之晉灼曰精熟周悉致之法中也韋彪傳鍛練之吏持心近薄注鍛椎也鍛練猶精熟也言深文之吏入人之罪猶工冶陶鑄鍛練使之成熟也又選也漢郊祀歌練時日亦作楝又木名與楝同莊子非練實不食
鍊	련〮	liɛn˨˦	鑠治五金亦作煉練又金也王褒四子講徳論精鍊藏於鑛璞練鍊煉三字義同不得重押義異者非从金从東與鍊不同錬音東
煉	련〮	liɛn˨˦	
揀	련〮	liɛn˨˦	選擇見廣韻又產韻
湅	련〮	liɛn˨˦	㶕也熟絲也考工記慌氏湅絲又諫韻
楝	련〮	liɛn˨˦	木名亦作欄練
欄	련〮	liɛn˨˦	考工記慌氏以欄爲灰又刪韻
戀	ᄅᆑᆫ〮	lyuɛn˨˦	龍眷切眷念也係慕也亦作攣
攣	ᄅᆑᆫ〮	lyuɛn˨˦	顧念又先韻
孌	ᄅᆑᆫ〮	lyuɛn˨˦	美好又銑韻
現	ᅘᅧᆫ〮	ɦiɛn˨˦	形甸切顯也露也亦作見
見	ᅘᅧᆫ〮	ɦiɛn˨˦	同上又見下
晛	ᅘᅧᆫ〮	ɦiɛn˨˦	日見也又日氣詩見晛曰消又乃見切又銑韻
縣	ᅘᅧᆫ〮	ɦiɛn˨˦	郡縣古作寰周禮五鄙爲縣二千五百家此六遂之縣也四甸爲縣此州里之縣也天子地方千里分爲百縣縣有四郡秦置三十六郡以監天下之縣又先韻
寰	ᅘᅧᆫ〮	ɦiɛn˨˦	天子畿内又刪韻
莧	ᅘᅧᆫ〮	ɦiɛn˨˦	易莧陸夬夬宋哀云莧莧菜又蕢又人莧也三草皆柔脆之物程氏易傳陸馬齒莧也如宋程之說則莧當音狹襇切唯孟喜易作莧山羊也音胡官呼官二切又諫韻
硯	연〮	jiɛn˨˦	倪甸切墨池亦作硏
硏	연〮	jiɛn˨˦	同上又䃺也窮也晉潘尼釋奠頌精氣旣硏作去聲用又先韻俗作硏
豣	연〮	jiɛn˨˦	麕絕有力者又見先銑二韻俗作豣
衍	연〮	jiɛn˨˦	同上切水溢又廣也豐也延袤也寛也盛也饒也盈也又山阪曰衍周禮地官注下平曰衍三輔謂山陵間曰衍易大衍之數五十鄭康成曰衍演也王弼曰演天地之數所頼者五十也又蕃衍茂盛也詩蕃衍盈升亦有蔓延之義又曼衍獸名因以爲巴兪之戯亦作曼延楊雄賦抑止絲竹宴衍之樂前漢西域賛漫衍魚龍之戯又銑韻
莚	연〮	jiɛn˨˦	蔓莚不斷貌亦作延又先韻
延	연〮	jiɛn˨˦	張衡西京賦巨獸百尋是爲曼延又冕前後垂禮記玉藻前後邃延亦作綖又先
綖	연〮	jiɛn˨˦	又見先銑韻
埏	연〮	jiɛn˨˦	八埏地之八際相如封禪書下泝八埏顏師古曰本音延協韻音弋戰切又先韻
羨	연〮	jiɛn˨˦	延也西京賦羨公侯卿士又餘也漢書圓靈鍚羨謂天鍚餘福延及後昆也又墓道史記衛世家共伯入釐侯羨音以戰切又音延罕用故不收入先韻内毛曰周禮小司徒凡起徒役毋過家一人以其餘爲羨鄭司農曰羨饒也又曰大故致餘子鄭司農云餘子謂羨也釋文羨錢面切孟子以羨補不足音似面切又延見切是羨餘之羨有似面延面二音可以通用
彥	연〮古ᅌᅧᆫ〮	(ŋ)jiɛn˨˦	同上切美士曰彥从文从厂从彡俗作彦
唁	연〮古ᅌᅧᆫ〮	(ŋ)jiɛn˨˦	弔生曰唁詩歸唁衞侯穀梁傳弔失國曰唁亦作喭
喭	연〮古ᅌᅧᆫ〮	(ŋ)jiɛn˨˦	當作諺又翰韻
諺	연〮古ᅌᅧᆫ〮	(ŋ)jiɛn˨˦	傳言廣韻俗言孟子夏諺又翰韻亦作喭
甗	연〮古ᅌᅧᆫ〮	(ŋ)jiɛn˨˦	甑也又先銑韻
讞	연〮古ᅌᅧᆫ〮	(ŋ)jiɛn˨˦	議獄俗作讞又見銑屑韻
掾	연〮	jiɛn˨˦	同上切官屬俗作掾
緣	연〮	jiɛn˨˦	衣純也漢公孫弘緣飾以儒術注譬之於衣加純緣也禮記深衣純袂緣純邊廣各寸半注純謂緣之也緣袂謂其口也緣緆也緣邊衣裳之側釋文緣悅絹切緆以䜴切又音錫鄭康成注旣夕禮云飾衣領袂曰純裳邊側曰綼下曰緆又先翰韻今俗作緣
建	견〮	kiɛn˨˦	經電切說文立朝律也从聿从廴徐曰聿律也定法也廣韻樹也置也又木名在弱水直上百仞無枝又鼓名前何並傳剝其建鼓師古曰一名植鼓謂植木而旁懸鼓又建安郡名又居憲切又銑韻
見	견〮	kiɛn˨˦	說文視也从目儿徐曰目儿爲見又目有所覩又姓又見上
眩	ᅘᆑᆫ〮	ɦyuɛn˨˦	熒絹切目無常主亦作玄又瞑眩憒亂也書若藥弗瞑眩釋文瞑莫遍切孟子若藥不瞑眩音義瞑莫甸切眩音縣竝無平聲漢宣帝曰俗儒不逹時宜好是古非今使人眩於名實音胡眄切一本胡盼切則與幻惑同音亦無平聲音諸如此類可用無疑又胡涓切
玄	ᅘᆑᆫ〮	ɦyuɛn˨˦	荀子周密則下疑玄矣音炫又相如封禪書采色玄燿音炫又胡涓切
炫	ᅘᆑᆫ〮	ɦyuɛn˨˦	火光也明也
袨	ᅘᆑᆫ〮	ɦyuɛn˨˦	好衣盛服鄒陽傳袨服叢臺之下
衒	ᅘᆑᆫ〮	ɦyuɛn˨˦	行且賣也禮記内則注衒古縣字
玹	ᅘᆑᆫ〮	ɦyuɛn˨˦	玉名又胡涓切
願	ᅌᆑᆫ〮	(ŋ)jyuɛn˨˦	虞怨切大頭也欲也思也顗望也
愿	ᅌᆑᆫ〮	(ŋ)jyuɛn˨˦	謹也慤也善也書愿而恭注慤愿而恭恪亦作原
原	ᅌᆑᆫ〮	(ŋ)jyuɛn˨˦	荀子原慤注原讀作愿論語鄉原徳之賊也孟子其惟鄉原乎朱氏曰原與愿同又先韻
謜	ᅌᆑᆫ〮	(ŋ)jyuɛn˨˦	徐語說文引孟子謜謜而來又先韻
遠	ᅌᆑᆫ〮	(ŋ)jyuɛn˨˦	同上切離也遠之也又先韻
轅	ᅌᆑᆫ〮	(ŋ)jyuɛn˨˦	輈也又轘轅地名見左傳釋文又先韻
援	ᅌᆑᆫ〮	(ŋ)jyuɛn˨˦	救助也接也引也取也畔援者跋扈也詩無然畔援又先翰韻
媛	ᅌᆑᆫ〮	(ŋ)jyuɛn˨˦	嬋媛美女又先韻
院	ᅌᆑᆫ〮	(ŋ)jyuɛn˨˦	堅也宅也室也廣韻垣院謂庭館有垣牆者曰院又胡官切
瑗	ᅌᆑᆫ〮	(ŋ)jyuɛn˨˦	大孔璧又人名蘧瑗字伯玉
獻	현〮	hiɛn˨˦	曉見切進也羞也呈也賢也又謚也亦作鮮禮記犬曰羹獻又支歌韻
鮮	현〮	hiɛn˨˦	月令鮮羔開冰又見先銑韻
韅	현〮	hiɛn˨˦	牛駕具在音曰韅又先韻
顯	현〮	hiɛn˨˦	明也著也光也覿也禮記檀弓子顯致命於穆公釋文顯音呼遍切又銑韻
軒	현〮	hiɛn˨˦	肉瑰切者内則細者爲膾大者爲軒又先韻
憲	현〮	hiɛn˨˦	法也又興盛貌中庸引詩憲憲令徳又原憲孔子弟子又銑韻
券	ᄏᆑᆫ〮	kʰyuɛn˨˦	區願切約也契也史記事成操右券以責下从刀與券字不同券古倦字下从力
綣	ᄏᆑᆫ〮	kʰyuɛn˨˦	繾綣不分離貌又銑韻
勸	ᄏᆑᆫ〮	kʰyuɛn˨˦	勉也奬也助也敎也說從也雚上从𦫳監本从艹誤
碾	년〮	niɛn˨˦	女箭切所以轢物亦作輾又銑韻
絹	ᄀᆑᆫ〮	kyuɛn˨˦	吉掾切繪也亦作羂縳絹
縳	ᄀᆑᆫ〮	kyuɛn˨˦	周禮内司服注素沙今之白縳也音絹說文鮮色也又銑軫韻
鄄	ᄀᆑᆫ〮	kyuɛn˨˦	衛地
狷	ᄀᆑᆫ〮	kyuɛn˨˦	論語狷者有所不爲亦作獧又銑韻俗作狷
獧	ᄀᆑᆫ〮	kyuɛn˨˦	孟子必也狂獧乎音去聲俗作獧又胡涓切
悁	ᄀᆑᆫ〮	kyuɛn˨˦	躁急亦作懁又先韻俗作
懁	ᄀᆑᆫ〮	kyuɛn˨˦	又見先韻
睊	ᄀᆑᆫ〮	kyuɛn˨˦	音同上側目視
罥	ᄀᆑᆫ〮	kyuɛn˨˦	罟也亦作羂絹又銑韻俗作罥凡从肙者俗皆作䏍
羂	ᄀᆑᆫ〮	kyuɛn˨˦	古作絹周禮翨氏注置其所食之物於絹中鳥來下則絹其脚又見銑韻
眷	ᄀᆑᆫ〮	kyuɛn˨˦	音同上親屬也亦作婘顧念也亦作睠
婘	ᄀᆑᆫ〮	kyuɛn˨˦	史記樊噲傳誅諸呂婘屬又先韻
睠	ᄀᆑᆫ〮	kyuɛn˨˦	
卷	ᄀᆑᆫ〮	kyuɛn˨˦	卷可舒卷者曰卷編次者曰亦作弮又先軫銑韻
弮	ᄀᆑᆫ〮	kyuɛn˨˦	同上又曲也見廣韻又臂繩也亦作絭又先諫韻
絭	ᄀᆑᆫ〮	kyuɛn˨˦	又先諫屋三韻又區願切
宴	ᅙᅧᆫ〮	ʔiɛn˨˦	伊甸切合飮亦作醼燕又喜也息也安也亦作燕宴爾雅宴宴居居息也郭璞曰盛飾宴宴近處幽閑詩宴宴居息易嚮晦入宴息又宴溫亦作晏曣㬫義同者不得重押義異者非
晏	ᅙᅧᆫ〮	ʔiɛn˨˦	月令以定晏隂之所成注晏安也音伊見切又諫韻
曣	ᅙᅧᆫ〮	ʔiɛn˨˦	史記封禪書至中山曣溫亦作㬫
㬫	ᅙᅧᆫ〮	ʔiɛn˨˦	說文日生無雲玉篇日出也
醼	ᅙᅧᆫ〮	ʔiɛn˨˦	合飲亦作讌通作燕宴
燕	ᅙᅧᆫ〮	ʔiɛn˨˦	同上又安也喜也息也鳦鳥也亦作鷰又飛燕馬名又先韻
嚥	ᅙᅧᆫ〮	ʔiɛn˨˦	吞也亦作咽
咽	ᅙᅧᆫ〮	ʔiɛn˨˦	又先屑韻
嬿	ᅙᅧᆫ〮	ʔiɛn˨˦	女稱
堰	ᅙᅧᆫ〮	ʔiɛn˨˦	壅水爲埭亦作偃又銑韻
偃	ᅙᅧᆫ〮	ʔiɛn˨˦	周禮䱷人注梁水偃也音去聲又與鼴同莊子偃䑕飲河音去聲又銑韻
鼴	ᅙᅧᆫ〮	ʔiɛn˨˦	莊子偃鼠音義云本亦作鼴又銑韻
匽	ᅙᅧᆫ〮	ʔiɛn˨˦	周禮宫人爲其井匽鄭司農曰匽路廁也鄭康成曰匽豬謂霤下池受蓄水而流之者又銑韻
郾	ᅙᅧᆫ〮	ʔiɛn˨˦	地名漢地理志潁川有郾縣唐有崔郾
蔫	ᅙᅧᆫ〮	ʔiɛn˨˦	菸也物不鮮也黦也又臭草又先韻
絢	ᄒᆑᆫ〮	hyuɛn˨˦	翾眩切文也遠也亦作絃
絃	ᄒᆑᆫ〮	hyuɛn˨˦	又先韻
洵	ᄒᆑᆫ〮	hyuɛn˨˦	遠也詩于嗟洵兮又眞韻
夐	ᄒᆑᆫ〮	hyuɛn˨˦	營求也說文引書夐求諸野又敬韻
眴	ᄒᆑᆫ〮	hyuɛn˨˦	目動又眞震韻
駽	ᄒᆑᆫ〮	hyuɛn˨˦	靑驪馬又先韻詩駜彼乗駽有平去二音俗作駽
楦	ᄒᆑᆫ〮	hyuɛn˨˦	履法亦作楥
楥	ᄒᆑᆫ〮	hyuɛn˨˦	又先韻
䩵	ᄒᆑᆫ〮	hyuɛn˨˦	攻皮之工亦作韗煇又震韻
韗	ᄒᆑᆫ〮	hyuɛn˨˦	又震韻
煇	ᄒᆑᆫ〮	hyuɛn˨˦	禮記煇甲吏之賤者又灰軫震韻
徧	변〮	piɛn˨˦	卑見切周也亦作遍辯
辯	변〮	piɛn˨˦	禮記宰辯告諸男名曲禮然後辯殽又銑屑韻
變	변〮	piɛn˨˦	變化改也易也轉也災異也變故也
怨	ᅙᆑᆫ〮	ʔyuɛn˨˦	迂絹切仇也讎也恨也又先韻
䬼	ᅙᆑᆫ〮	ʔyuɛn˨˦	饜飫
畹	ᅙᆑᆫ〮	ʔyuɛn˨˦	田二十𤱔曰畹又銑韻
婉	ᅙᆑᆫ〮	ʔyuɛn˨˦	順也美也又銑韻
片	편〮	pʰiɛn˨˦	匹見切半也判也析木也瓣也亦作辨
[㸤/辨]	편〮	pʰiɛn˨˦	爾雅革中辨謂之韏又銑琰謂韻
騗	편〮	pʰiɛn˨˦	躍上馬
麪	면〮	miɛn˨˦	莫見切麥末
眄	면〮	miɛn˨˦	邪視又銑韻
