# 洪武正韻字表
# version: 20200322
# author: hhliow (github.com/hhliow)
# license: cc by-sa 4.0
# The pronunciation follows the system of 洪武正韻譯訓.
# Trailing ' denotes 全濁上聲 syllables pronounced as 去聲.
# The following common realization of the pronunciation is not marked explicitly:
#   Palatalization or fricativization of /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ /y/;
#   Merge of syllable codae -p -t -k into [ʔ];
#   Loss of breathiness in /ʂʱ/ /ʃʱ/ /sʱ/ /fʱ/ /ɦ/ which results in their merge into [ʂ] [ʃ] [s] [f] [h]~[x] respectively;
#   Merges of /iaw/ and /iɛw/.
# Credits:
#   Digitalization of 洪武正韻 gloss is done by Kanseki Repository and reorganized by hhliow.
#   Digitalization of 洪武正韻譯訓 syllabary is done by hhliow.
#   IPA transcription and data organization is done by hhliow (github.com/hhliow).
position	heading	char	ytenx_syllabary_entry	譯訓	ipa	gloss_literal
vol14_p21a_entry09		頓	1972	둗〮俗두ᇹ〮	tuʔ(t)	(冐頓匈奴)¶(頭曼子冐音墨又震韻)
vol14_p21a_entry10		對	1972	둗〮俗두ᇹ〮	tuʔ(t)	(答也譍也又隊韻班固幽通賦儀遺讖以應對師古曰合韻音入聲)
vol14_p21a_entry11		柮	1972	둗〮俗두ᇹ〮	tuʔ(t)	(榾柮短木)
vol14_p21a_entry12	○¶	硉	1973	룯〮俗루ᇹ〮	luʔ(t)˩	(盧沒切硉矹崖貌亦作又礌也枚乗七發上擊下硉)
vol14_p21a_entry13	○	朏	1974	푿〮俗푸ᇹ〮	pʰuʔ(t)	(普沒切召詔惟丙午朏注朏明也月三日)¶(明生之名陸音芳尾切又普沒芳憒二切畢命庚午朏同音又紙隊二韻)
vol14_p21a_entry14		昢	1974	푿〮俗푸ᇹ〮	pʰuʔ(t)	(明旦日出貌)
vol14_p21a_entry15	○	突	1975	툳〮俗투ᇹ〮	tʰuʔ(t)	(吐納切方)¶(言江湘之間凡卒相見謂之突詩突而弁兮又人名論語仲突音他沒切)
vol14_p21a_entry16		揬	1975	툳〮俗투ᇹ〮	tʰuʔ(t)	(同上切搪揬觸也又通作突也亦作唐突説文)¶↡¶(犬从穴中暫出也又竈突囱也又欺也又觸也晋書刻畫無鹽唐突西施)
vol14_p21b_entry01		怢	1975	툳〮俗투ᇹ〮	tʰuʔ(t)	(文選四子講徳論善玉藴於珷玞凡人見之怢)¶(焉注不分别貌)
vol14_p21b_entry02		腯	1975	툳〮俗투ᇹ〮	tʰuʔ(t)	(肥也左傳博碩肥腯又軫震二韻)
vol14_p21b_entry03		堗	1975	툳〮俗투ᇹ〮	tʰuʔ(t)	(竈堗漢書作突)
vol14_p21b_entry04		鈯	1975	툳〮俗투ᇹ〮	tʰuʔ(t)	(鈍也又小刀也)
vol14_p21b_entry05	○	訥	1976	눋〮俗누ᇹ〮	nuʔ(t)˩	¶(奴骨切言難也亦作呐)
vol14_p21b_entry06		呐	1976	눋〮俗누ᇹ〮	nuʔ(t)˩	(荀子其辨不若其呐也又屑韻)
vol14_p21b_entry07	○	覈	1977	ᅘᅳᆮ〮俗ᅘᅳᇹ〮	ɦəʔ(t)˩	(下沒切陳平傳食糠覈晉灼曰覈音)¶(紇京師人謂麤屑為紇頭亦作籺又果中實亦作核又陌韻)
vol14_p21b_entry08		麧	1977	ᅘᅳᆮ〮俗ᅘᅳᇹ〮	ɦəʔ(t)˩	(堅麥中不破者又麧糏也漢書作覈)
vol14_p21b_entry09		籺	1977	ᅘᅳᆮ〮俗ᅘᅳᇹ〮	ɦəʔ(t)˩	¶(杜甫詩黎民糠籺窄)
vol14_p21b_entry10		齕	1977	ᅘᅳᆮ〮俗ᅘᅳᇹ〮	ɦəʔ(t)˩	(齧也史記田儋傳齮齕用事者墳墓如淳曰齮齕猶齚齧也禮記庻人齕之又胡齕齊大)¶(夫見孟子)
vol14_p21b_entry11		紇	1977	ᅘᅳᆮ〮俗ᅘᅳᇹ〮	ɦəʔ(t)˩	(絲下也孔子父叔梁紇)
vol14_p21b_entry12	○	鶻	1978	ᅘᅮᆮ〮俗ᅘᅮᇹ〮	ɦuʔ(t)˩	(胡骨切隼也亦作又回鶻北夷種言種鷙如鶻也其先)¶(匈奴元魏時號高車部至隋曰韋紇後自稱回鶻唐書作回紇)
vol14_p21b_entry13		淈	1978	ᅘᅮᆮ〮俗ᅘᅮᇹ〮	ɦuʔ(t)˩	(濁也亂也楚辭淈泥揚波又見下)
vol14_p21b_entry14		核	1978	ᅘᅮᆮ〮俗ᅘᅮᇹ〮	ɦuʔ(t)˩	(果中實又皆陌)¶(二韻)
vol14_p21b_entry15		𩾥	1978	ᅘᅮᆮ〮俗ᅘᅮᇹ〮	ɦuʔ(t)˩	(古鶻字漢五行志隼即今之𩾥也音胡骨切)
vol14_p21b_entry16		汨	1978	ᅘᅮᆮ〮俗ᅘᅮᇹ〮	ɦuʔ(t)˩	(莊子與汨偕出注回伏而涌出者汨也又見下又陌)¶↡¶(韻)
vol14_p22a_entry01		滑	1978	ᅘᅮᆮ〮俗ᅘᅮᇹ〮	ɦuʔ(t)˩	(滑亂見列子又見下又轄韻)
vol14_p22a_entry02	○	忽	1979	훋〮俗후ᇹ〮	huʔ(t)	(呼骨切倏忽又滅也輕也忘也又一蠶爲忽十忽爲絲班固叙)¶(傳造計秒忽劉德曰忽蜘蛛網者也又荒忽)
vol14_p22a_entry03		惚	1979	훋〮俗후ᇹ〮	huʔ(t)	(怳惚亦作䀜)
vol14_p22a_entry04		曶	1979	훋〮俗후ᇹ〮	huʔ(t)	(揚雄傳神心曶怳法言作恍惚賦云蠁曶)¶(如神蠁曶神速貌恍惚微妙不測貌又心志惝罔也古字作曶又旦明尚冥也亦作昒相如傳曶爽闇昧得耀乎光明注曶爽)¶(未明也)
vol14_p22a_entry05		昒	1979	훋〮俗후ᇹ〮	huʔ(t)	(郊祀志昒爽注日尚冥也蓋未明之時與曶同又見上)
vol14_p22a_entry06		芴	1979	훋〮俗후ᇹ〮	huʔ(t)	(莊子芒乎芴乎與惚同又見上)¶
vol14_p22a_entry07		笏	1979	훋〮俗후ᇹ〮	huʔ(t)	(手版)
vol14_p22a_entry08	○	窟	1980	쿧〮俗쿠ᇹ〮	kʰuʔ(t)	(苦骨切孔穴亦作堀𩨳)
vol14_p22a_entry09		堀	1980	쿧〮俗쿠ᇹ〮	kʰuʔ(t)	(左傳昭二十七年吳公子光伏甲於崛室而享王鄒陽傳伏)¶(死堀穴巖藪之中又堀堁塵貌風賦堀堁揚塵又見上)
vol14_p22a_entry10		𩨳	1980	쿧〮俗쿠ᇹ〮	kʰuʔ(t)	(揚雄傳西厭月𩨳注月𩨳月所生也厭音一渉切)¶
vol14_p22a_entry11		𩑔	1980	쿧〮俗쿠ᇹ〮	kʰuʔ(t)	(頰旁骨考工記注之而頰𩑔也)
vol14_p22a_entry12		矻	1980	쿧〮俗쿠ᇹ〮	kʰuʔ(t)	(矻矻勞極)
vol14_p22a_entry13	○	骨	1981	굳〮俗구ᇹ〮	kuʔ(t)	(古忽切肉之覈也)
vol14_p22a_entry14		汨	1981	굳〮俗구ᇹ〮	kuʔ(t)	(亂也沒也又治)¶(也書有汨作篇亦作淈滑)
vol14_p22a_entry15		愲	1981	굳〮俗구ᇹ〮	kuʔ(t)	(心亂)
vol14_p22a_entry16		搰	1981	굳〮俗구ᇹ〮	kuʔ(t)	(用力貌莊子搰搰然用力甚多而見功寡杜甫詩功夫競搰搰又音矻)¶↡¶
vol14_p22b_entry01		淈	1981	굳〮俗구ᇹ〮	kuʔ(t)	(與汨同揚子書惡淫辭之淈法度也)
vol14_p22b_entry02		滑	1981	굳〮俗구ᇹ〮	kuʔ(t)	(莊子置其滑惛又曰故不足以汨和又曰其巧專而外滑消並與汨)¶(同又滑稽詼諧)
vol14_p22b_entry03	○	兀	1982	ᅌᅮᆮ〮俗우ᇹ〮	(ŋ)uʔ(t)˩	(五忽切高貌又臬兀不安亦作卼又兀兀不動貌亦作掘又刖足曰兀)
vol14_p22b_entry04		掘	1982	ᅌᅮᆮ〮俗우ᇹ〮	(ŋ)uʔ(t)˩	(莊子掘若)¶(槁木又見上)
vol14_p22b_entry05		崫	1982	ᅌᅮᆮ〮俗우ᇹ〮	(ŋ)uʔ(t)˩	(山高貌蜀都賦崫巍巍以峩峩音兀)
vol14_p22b_entry06		卼	1982	ᅌᅮᆮ〮俗우ᇹ〮	(ŋ)uʔ(t)˩	(卼臲危也書作杌隉)
vol14_p22b_entry07		杌	1982	ᅌᅮᆮ〮俗우ᇹ〮	(ŋ)uʔ(t)˩	(同上木無枝又檮杌)¶(嚚凶之類)
vol14_p22b_entry08		扤	1982	ᅌᅮᆮ〮俗우ᇹ〮	(ŋ)uʔ(t)˩	(動摇貌詩天之扤我又音月)
vol14_p22b_entry09		仡	1982	ᅌᅮᆮ〮俗우ᇹ〮	(ŋ)uʔ(t)˩	(秦失仡於項項遺仡於漢注仡動舟貌)
vol14_p22b_entry10		矹	1982	ᅌᅮᆮ〮俗우ᇹ〮	(ŋ)uʔ(t)˩	(硉矹石厓)¶
vol14_p22b_entry11	○	屼	1982	ᅌᅮᆮ〮俗우ᇹ〮	(ŋ)uʔ(t)˩	(崛屼秃山貌)
vol14_p22b_entry12		刖	1982	ᅌᅮᆮ〮俗우ᇹ〮	(ŋ)uʔ(t)˩	(絶也又斷足也)
vol14_p22b_entry13	○	媼	1983	ᅙᅮᆮ〮俗ᅙᅮᇹ〮	ʔuʔ(t)	(烏骨切媼納肥也又巧韻)¶¶
vol14_p22b_entry14	三曷¶¶	曷	1984	ᅘᅥᆮ〮俗ᅘᅥᇹ〮	ɦɔʔ(t)˩	(何葛切何也盍也亦作害从曰曰上有缺俗作曷)
vol14_p22b_entry15		害	1984	ᅘᅥᆮ〮俗ᅘᅥᇹ〮	ɦɔʔ(t)˩	(詩害澣害否孟子時日害喪又泰韻)
vol14_p22b_entry16		褐	1984	ᅘᅥᆮ〮俗ᅘᅥᇹ〮	ɦɔʔ(t)˩	(編枲)¶(粗短衣說文編枲韈也鄭康成曰毛布也左傳余與褐之父睨之杜預曰褐寒賤之人也)
vol14_p22b_entry17		毼	1984	ᅘᅥᆮ〮俗ᅘᅥᇹ〮	ɦɔʔ(t)˩	(毼毛布罽也亦作褐)¶↡¶
vol14_p23a_entry01		鞨	1984	ᅘᅥᆮ〮俗ᅘᅥᇹ〮	ɦɔʔ(t)˩	(靺鞨狄種又轄韻)
vol14_p23a_entry02		鶡	1984	ᅘᅥᆮ〮俗ᅘᅥᇹ〮	ɦɔʔ(t)˩	(鳥似雉漢虎賁所著冠顔師古曰出上黨以其鬭死不止故用其尾爲武人首俗謂)¶(之鶡鷄又眞韻)
vol14_p23a_entry03	○	喝	1985	헏〮俗허ᇹ〮	hɔʔ(t)	(許葛切訶也又泰韻)
vol14_p23a_entry04		猲	1985	헏〮俗허ᇹ〮	hɔʔ(t)	(短喙犬又屑韻)
vol14_p23a_entry05	○	渴	1986	컫〮俗커ᇹ〮	kʰɔʔ(t)	(丘葛切說文盡也又飢渴又屑)¶(韻)
vol14_p23a_entry06		葛	1987	걷〮俗거ᇹ〮	kɔʔ(t)	(居曷切葛藟又宛童又野葛毒草又膠葛上清之氣揚雄賦撠膠葛)
vol14_p23a_entry07		割	1987	걷〮俗거ᇹ〮	kɔʔ(t)	(斷也截也剝也害也)¶
vol14_p23a_entry08		㵧	1987	걷〮俗거ᇹ〮	kɔʔ(t)	(水名又㶀㵧波勢)
vol14_p23a_entry09		轕	1987	걷〮俗거ᇹ〮	kɔʔ(t)	(雜亂驅馳貌揚雄賦相膠轕兮又轇轕㦸形廣韻作輵)
vol14_p23a_entry10		匃	1987	걷〮俗거ᇹ〮	kɔʔ(t)	(廣韻乞也亦作)¶(匄丏又泰韻)
vol14_p23a_entry11		匄	1987	걷〮俗거ᇹ〮	kɔʔ(t)	(陳湯傳匄貸無節又泰韻)
vol14_p23a_entry12	○	遏	1988	ᅙᅥᆮ〮俗ᅙᅥᇹ〮	ʔɔʔ(t)	(阿葛切絶也止也爾雅逮也)
vol14_p23a_entry13		閼	1988	ᅙᅥᆮ〮俗ᅙᅥᇹ〮	ʔɔʔ(t)	(遮擁亦作揭堨)¶(又屑韻)
vol14_p23a_entry14		堨	1988	ᅙᅥᆮ〮俗ᅙᅥᇹ〮	ʔɔʔ(t)	(玉篇擁堨與遏同又壅堨以土障水也又屑韻)
vol14_p23a_entry15		頞	1988	ᅙᅥᆮ〮俗ᅙᅥᇹ〮	ʔɔʔ(t)	(鼻梁)
vol14_p23a_entry16		餲	1988	ᅙᅥᆮ〮俗ᅙᅥᇹ〮	ʔɔʔ(t)	(食敗又寘泰韻)
vol14_p23a_entry17		靄	1988	ᅙᅥᆮ〮俗ᅙᅥᇹ〮	ʔɔʔ(t)	(雲集)¶(貌亦作䨠又解泰二韻)
vol14_p23a_entry18		䨠	1988	ᅙᅥᆮ〮俗ᅙᅥᇹ〮	ʔɔʔ(t)	(謝惠連雪賦連氛累䨠又解泰二韻)
vol14_p23a_entry19	○	末	1989	뭗〮俗뭐ᇹ〮	mwɔʔ(t)˩	(莫葛切木杪也無也弱也遠也端也)¶(說文一在木上爲末又減也唐書宋璟傳末宥輕繫又陌韻)
vol14_p23a_entry20		沫	1989	뭗〮俗뭐ᇹ〮	mwɔʔ(t)˩	(水名在蜀又水沫涎沫又已也離騷身服義而未沫)¶↡¶(韓愈譴瘧鬼詩未沫於前徽漢郊祀歌霑赤汗沫流赭應劭曰大宛馬汗血霑濡流沬如赭李竒曰沫音靧面之靧晉灼曰沫)¶(古靧字師古曰沬沫兩通沬者言被面如靧也字从水傍午未之未音呼内切沫者言汗流沫出也字从水傍本末之末音亦)¶(如之溝洫志蜀守李冰鑿離𡺾避沫水之害音本末之末監本从未誤)
vol14_p23b_entry01		昩	1989	뭗〮俗뭐ᇹ〮	mwɔʔ(t)˩	(星也易日中見昩釋文云陸善經字林作)¶(昩从日从末斗杓後星也王肅音妺今易作昧从午未之未)
vol14_p23b_entry02		妺	1989	뭗〮俗뭐ᇹ〮	mwɔʔ(t)˩	(莊子云老子棄妺不仁也音義云妺謂未學不誘納)¶(而棄之是不仁也一本作姊妹之妹廣韻妺嬉桀妻亦作末喜)
vol14_p23b_entry03		眜	1989	뭗〮俗뭐ᇹ〮	mwɔʔ(t)˩	(目不正項羽將鍾離眜諱信傳从目高紀从日恐紀)¶(誤又屑韻)
vol14_p23b_entry04		抹	1989	뭗〮俗뭐ᇹ〮	mwɔʔ(t)˩	(摩也塗抹也亂曰塗長曰抹)
vol14_p23b_entry05		秣	1989	뭗〮俗뭐ᇹ〮	mwɔʔ(t)˩	(穀栗飤馬一白以粟著馬口而銜之以行曰秣)
vol14_p23b_entry06	○	活	1990	ᅘᅯᆮ〮俗ᅘᅯᇹ〮	ɦwɔʔ(t)˩	(户括)¶(切生也不死也又見下說文从氵从𠯑今作活)
vol14_p23b_entry07		括	1990	ᅘᅯᆮ〮俗ᅘᅯᇹ〮	ɦwɔʔ(t)˩	(㑹也詩德音來括亦作佸又見下)
vol14_p23b_entry08		佸	1990	ᅘᅯᆮ〮俗ᅘᅯᇹ〮	ɦwɔʔ(t)˩	(至也詩曷其有佸又)¶(見下)
vol14_p23b_entry09		越	1990	ᅘᅯᆮ〮俗ᅘᅯᇹ〮	ɦwɔʔ(t)˩	(蒲草左傳大路越席文選孫氏檄文葛越布於朔土注葛越草布也葛卽葛藟越蕉苧黃草之屬無音當與屑)¶↡¶(韻通用又瑟下孔禮記淸廟之瑟朱弦而疏越)
vol14_p24a_entry01	○	豁	1991	훧〮俗훠ᇹ〮	hwɔʔ(t)	(呼括切漢書高祖豁逹大度豁如也)
vol14_p24a_entry02		𧯆	1991	훧〮俗훠ᇹ〮	hwɔʔ(t)	(通谷又疏通也)¶(亦作豁)
vol14_p24a_entry03		濊	1991	훧〮俗훠ᇹ〮	hwɔʔ(t)	(礙流貌詩施罛濊濊又見隊韻)
vol14_p24a_entry04	○	闊	1992	퀃〮俗쿼ᇹ〮	kʰwɔʔ(t)	(苦括切廣也遠也疏也契闊勤苦也詩死生契闊又久不)¶(相見曰間闊諸葛豐傳閒何闊)
vol14_p24a_entry05	○	括	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(古活切檢也根刷也結也至也包括也又與筈同書徃省括于度則釋又見前)¶(本作)
vol14_p24a_entry06		筈	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(箭本受弦處)
vol14_p24a_entry07		鬠	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(束髮禮作括又隊韻)
vol14_p24a_entry08		聒	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(讙語本作)
vol14_p24a_entry09		适	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(疾也南宮适人名)¶
vol14_p24a_entry10		活	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(水流聲詩北流活活)
vol14_p24a_entry11		檜	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(木名柏葉松身亦作栝又泰韻从木从會俗作檜監本从㑹誤)
vol14_p24a_entry12		栝	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(書杶幹栝)¶(柏又櫽栝正木器解在櫽字下)
vol14_p24a_entry13		葀	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(菝葀瑞草)
vol14_p24a_entry14		鴰	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(鶥鴰鳥名相如賦雙鶬下師古曰鶬鴰也關西呼爲鴰鹿山東)¶(通謂之鶬鄙俗名爲錯落又謂之鴰捋皆象其鳴聲)
vol14_p24a_entry15		佸	1993	궏〮俗궈ᇹ〮	kwɔʔ(t)	(會計曰佸)
vol14_p24a_entry16	○	斡	1994	ᅙᅯᆮ〮俗ᅙᅯᇹ〮	ʔwɔʔ(t)	(烏活切轉也旋也運也又旱韻)
vol14_p24a_entry17		捾	1994	ᅙᅯᆮ〮俗ᅙᅯᇹ〮	ʔwɔʔ(t)	¶(取也援也)
vol14_p24a_entry18	○	撥	1995	붣〮俗붜ᇹ〮	pwɔʔ(t)	(北末切捩開又轉之也發也理也絶也除也又發揚貌禮衣毋撥又動摇詩本實先撥如字又音蒲)¶↡¶(撥切)
vol14_p24b_entry01		鉢	1995	붣〮俗붜ᇹ〮	pwɔʔ(t)	(食器說文盂屬本作盋)
vol14_p24b_entry02		盋	1995	붣〮俗붜ᇹ〮	pwɔʔ(t)	(漢書東方朔傳注孟若盋而大)
vol14_p24b_entry03		發	1995	붣〮俗붜ᇹ〮	pwɔʔ(t)	(詩鱣鮪發發盛貌馬融曰魚尾)¶(著網發發然又轄韻)
vol14_p24b_entry04		鱍	1995	붣〮俗붜ᇹ〮	pwɔʔ(t)	(魚掉尾貌韓詩鱣鮪鱍鱍)
vol14_p24b_entry05		鮁	1995	붣〮俗붜ᇹ〮	pwɔʔ(t)	(說文引詩鱣鮪鮁鮁又鯈鮁魚名荀子作鮁)
vol14_p24b_entry06		墢	1995	붣〮俗붜ᇹ〮	pwɔʔ(t)	¶(耕起土國語王耕一墢又轄韻)
vol14_p24b_entry07		跋	1995	붣〮俗붜ᇹ〮	pwɔʔ(t)	(本也足也禮記燭不見跋又躐也詩狼跋其胡又見下)
vol14_p24b_entry08		襏	1995	붣〮俗붜ᇹ〮	pwɔʔ(t)	(襏襫簔雨衣劉)¶(禹錫高陵令劉君德政碑云烝徒讙呼奪襏而舞)
vol14_p24b_entry09		茇	1995	붣〮俗붜ᇹ〮	pwɔʔ(t)	(蓽苃)
vol14_p24b_entry10	○	潑	1996	풛〮俗풔ᇹ〮	pʰwɔʔ(t)	(普活切澆潑注曰澆散曰潑)
vol14_p24b_entry11		鏺	1996	풛〮俗풔ᇹ〮	pʰwɔʔ(t)	¶(刈草器又刈也韓愈曹成王碑鏺廣濟)
vol14_p24b_entry12	○	跋	1997	뿯〮俗뿨ᇹ〮	bwɔʔ(t)˩	(蒲撥切跋躠行貌又草行爲跋水行爲涉韓愈詩注不由蹊隧而行)¶(曰跋渉从足从犮監本从友誤)
vol14_p24b_entry13		拔	1997	뿯〮俗뿨ᇹ〮	bwɔʔ(t)˩	(迴也抽也擢也攻而舉之也言若拔木然又隊轄二韻)
vol14_p24b_entry14		胈	1997	뿯〮俗뿨ᇹ〮	bwɔʔ(t)˩	(膚毳皮又股上)¶(小毛禹腓無胈从友誤)
vol14_p24b_entry15		魃	1997	뿯〮俗뿨ᇹ〮	bwɔʔ(t)˩	(鬼婦詩旱魃爲虐亦作妭从鬼犮作誤)
vol14_p24b_entry16		妭	1997	뿯〮俗뿨ᇹ〮	bwɔʔ(t)˩	(文字指歸云女妭秃無髪所居處天)¶(不雨說文美婦从叐誤)
vol14_p24b_entry17		犮	1997	뿯〮俗뿨ᇹ〮	bwɔʔ(t)˩	(犬走貌周禮赤犮氏注赤犮猶言捇拔也掌除蟲豸自理者从犬加丿凡从犮者皆然俗)¶↡¶(作犮)
vol14_p25a_entry01		軷	1997	뿯〮俗뿨ᇹ〮	bwɔʔ(t)˩	(將行祭道神詩取羝以軷又泰韻从犮誤)
vol14_p25a_entry02		茇	1997	뿯〮俗뿨ᇹ〮	bwɔʔ(t)˩	(草舍詩召伯所茇又草木根也又霽質二韻)
vol14_p25a_entry03		鈸	1997	뿯〮俗뿨ᇹ〮	bwɔʔ(t)˩	¶(銅鈸南齊穆士素造)
vol14_p25a_entry04	○	撮	1998	ᅔᅯᆮ〮俗ᅔᅯᇹ〮	tsʰwɔʔ(t)	(倉括切六十四黍爲圭四圭爲撮又蹙聚而捎取也又見下最上从冃俗作撮監本从日)¶(誤)
vol14_p25a_entry05		襊	1998	ᅔᅯᆮ〮俗ᅔᅯᇹ〮	tsʰwɔʔ(t)	(緇布冠俗作襊監本从日誤)
vol14_p25a_entry06	○	繓	1999	ᅎᅯᆮ〮俗ᅎᅯᇹ〮	tswɔʔ(t)	(子括切結也俗作繓从日誤)
vol14_p25a_entry07		撮	1999	ᅎᅯᆮ〮俗ᅎᅯᇹ〮	tswɔʔ(t)	(挽也)
vol14_p25a_entry08		攥	1999	ᅎᅯᆮ〮俗ᅎᅯᇹ〮	tswɔʔ(t)	(手把)¶
vol14_p25a_entry09	○	掇	2000	둳〮俗둬ᇹ〮	twɔʔ(t)	(都括切採也拾也)
vol14_p25a_entry10		剟	2000	둳〮俗둬ᇹ〮	twɔʔ(t)	(削也擊也割也又屑韻)
vol14_p25a_entry11		敠	2000	둳〮俗둬ᇹ〮	twɔʔ(t)	(廣韻故敠稱量故音丁亷反莊子謂之坫)¶(捶)
vol14_p25a_entry12		咄	2000	둳〮俗둬ᇹ〮	twɔʔ(t)	(呵也又質韻)
vol14_p25a_entry13	○	脫	2001	퉏〮俗퉈ᇹ〮	tʰwɔʔ(t)	(他括切骨去肉又輕易也解也亦作說稅又或然之辭又見下又隊韻俗作)¶
vol14_p25a_entry14		侻	2001	퉏〮俗퉈ᇹ〮	tʰwɔʔ(t)	(狡也輕也可也)
vol14_p25a_entry15		說	2001	퉏〮俗퉈ᇹ〮	tʰwɔʔ(t)	(易用說桎梏禮記見於天子與射無說笏又屑隊二韻俗作說)
vol14_p25a_entry16		稅	2001	퉏〮俗퉈ᇹ〮	tʰwɔʔ(t)	(孟子不稅冕而)¶(行俗作又隊韻)
vol14_p25a_entry17		梲	2001	퉏〮俗퉈ᇹ〮	tʰwɔʔ(t)	(大棒禰衡傳手持三尺梲棒廣韻云梲卽梁上楹論語藻稅是也當從二音與屑韻通用)¶
vol14_p25a_entry18	○	奪	2002	뚿〮俗뚸ᇹ〮	dwɔʔ(t)˩	(徒活切攘取也亦作又隊韻)
vol14_p25a_entry19		𭣳	2002	뚿〮俗뚸ᇹ〮	dwɔʔ(t)˩	(書𭣳攘矯䖍亦作⿰兌支俗作𭣭)
vol14_p25a_entry20		脫	2002	뚿〮俗뚸ᇹ〮	dwɔʔ(t)˩	(物自解也莊子民死已脫)¶↡¶(矣又脫重勞勩也見禮記玉藻注廣韻肉去䏿也又姓)
vol14_p25b_entry01	○	捋	2003	뤋〮俗뤄ᇹ〮	lwɔʔ(t)˩	(盧活切掇取也摩也本作寽)¶¶
vol14_p25b_entry02	四轄¶¶	轄	2004	ᅘᅣᆮ〮俗ᅘᅣᇹ〮	ɦiaʔ(t)˩	(胡八切車軸頭鐵左傳叔孫昭子賦車轄今詩作舝亦作鎋)
vol14_p25b_entry03		劼	2004	ᅘᅣᆮ〮俗ᅘᅣᇹ〮	ɦiaʔ(t)˩	(用力也固也謹也勤也)
vol14_p25b_entry04		鬝	2004	ᅘᅣᆮ〮俗ᅘᅣᇹ〮	ɦiaʔ(t)˩	(廣韻)¶(禿鬝韓愈征蜀聨句仇頸恣髠鬝又刪韻)
vol14_p25b_entry05		鎋	2004	ᅘᅣᆮ〮俗ᅘᅣᇹ〮	ɦiaʔ(t)˩	(錧鎋見孟子題辭)
vol14_p25b_entry06		舝	2004	ᅘᅣᆮ〮俗ᅘᅣᇹ〮	ɦiaʔ(t)˩	(詩載脂載舝又有車舝篇)
vol14_p25b_entry07		磍	2004	ᅘᅣᆮ〮俗ᅘᅣᇹ〮	ɦiaʔ(t)˩	(碣磍)¶(怒貌揚雄賦建碣磍之虡孟康曰虡刻猛獸爲之故其形碣磍而盛怒也碣音烏轄反)
vol14_p25b_entry08		黠	2004	ᅘᅣᆮ〮俗ᅘᅣᇹ〮	ɦiaʔ(t)˩	(堅黑又黠慧)
vol14_p25b_entry09		擖	2004	ᅘᅣᆮ〮俗ᅘᅣᇹ〮	ɦiaʔ(t)˩	¶(刮也一曰撻也)
vol14_p25b_entry10	○	蘖	2005	ᅌᅣᆮ〮俗야ᇹ〮	(ŋ)jiaʔ(t)˩	(牙八切漢貨殖傳山不⿱艸在蘖又屑韻)
vol14_p25b_entry11		嶭	2005	ᅌᅣᆮ〮俗야ᇹ〮	(ŋ)jiaʔ(t)˩	(巀嶭山貌又屑韻)
vol14_p25b_entry12		枿	2005	ᅌᅣᆮ〮俗야ᇹ〮	(ŋ)jiaʔ(t)˩	(伐木餘謂斫髠)¶(而復生也亦作蘖)
vol14_p25b_entry13		䡾	2005	ᅌᅣᆮ〮俗야ᇹ〮	(ŋ)jiaʔ(t)˩	(載高貌又屑韻)
vol14_p25b_entry14		齾	2005	ᅌᅣᆮ〮俗야ᇹ〮	(ŋ)jiaʔ(t)˩	(器缺齒缺)
vol14_p25b_entry15	○	薩	2006	ᄼᅡᆮ〮俗ᄼᅡᇹ〮	saʔ(t)	(桑轄切唐六典有薩寳府掌胡神祠釋典)¶(云菩薩華言普濟)
vol14_p25b_entry16		躠	2006	ᄼᅡᆮ〮俗ᄼᅡᇹ〮	saʔ(t)	(蹩躠行不正亦作𨇨;殺又屑韻)
vol14_p25b_entry17		摋	2006	ᄼᅡᆮ〮俗ᄼᅡᇹ〮	saʔ(t)	(抹摋公羊傳宋萬臂摋仇牧碎首何休注側手擊曰)¶↡¶(摋又揮散也亦作攃俗作撒又擲也)
vol14_p26a_entry01		殺	2006	ᄼᅡᆮ〮俗ᄼᅡᇹ〮	saʔ(t)	(莊子弊殺爲仁弊音别本亦作蹩躠又谷永傳未殺災異注掃㓕也又見泰屑)¶(二韻又見下)
vol14_p26a_entry02		𥻦	2006	ᄼᅡᆮ〮俗ᄼᅡᇹ〮	saʔ(t)	(流放罪人亦作蔡)
vol14_p26a_entry03		蔡	2006	ᄼᅡᆮ〮俗ᄼᅡᇹ〮	saʔ(t)	(左傳成王殺管叔而蔡蔡叔書百里蔡孔安國曰法也又泰韻)¶
vol14_p26a_entry04		攃	2006	ᄼᅡᆮ〮俗ᄼᅡᇹ〮	saʔ(t)	(韓愈月蝕詩星如攃沙出俗本作撒)
